majority_protein_id	logFC	AveExpr	t	P.Value	adj.P.Val	B
35	P0AAC0	-1.22637689037797	30.2535908286443	-16.4532728809652	3.94453579358271e-07	4.93375004169742e-05	7.36663460485369
36	P36683	-1.07819698182477	32.7124147160238	-16.444568422041	3.95975560688963e-07	4.93375004169742e-05	7.36290109907293
38	P0ADU2	-1.80810239593441	27.7741588620159	-16.3557168659112	4.11897121680467e-07	4.93375004169742e-05	7.32465220480617
39	P07650	-1.34804503379264	29.3342860665236	-16.3045112694749	4.2140099950514e-07	4.93375004169742e-05	7.30249373157791
40	P12758	-1.37606548212715	31.4923872847675	-16.2473086273623	4.32312389028971e-07	4.93375004169742e-05	7.27763959886105
41	P0A940	-1.37741075619002	28.9684480136191	-16.2371610168256	4.34281223127301e-07	4.93375004169742e-05	7.27321940976092
42	P0AEK2	-1.31684925876181	30.595416215655	-16.1504062981405	4.51533490398679e-07	4.93375004169742e-05	7.23529238247075
43	P0A6Z3	-1.12873055078769	31.6094044062144	-16.0101717222823	4.81085235747664e-07	4.93375004169742e-05	7.17345975257401
44	P0AEM9	-1.30778808010701	30.931354104461	-15.9581031771544	4.92609650041325e-07	4.93375004169742e-05	7.15033456238522
45	P0AEP3	-1.30643756386598	29.1227060965309	-15.9067316751377	5.04286594880575e-07	4.93375004169742e-05	7.12742955035034
47	P75682	-1.18966794994485	33.058974127077	-15.7754026203704	5.35587612546912e-07	4.93375004169742e-05	7.06846673462918
48	P33602	-1.32378214078675	30.3257954661722	-15.7552713252769	5.405772250057e-07	4.93375004169742e-05	7.05937626465058
49	P76142	-1.42133498868589	28.7145026681857	-15.707182589473	5.52710310081178e-07	4.93375004169742e-05	7.0376048684312
50	P0AC38	-1.07132393391755	31.3209516997044	-15.7026377917652	5.53872825139859e-07	4.93375004169742e-05	7.03554315495772
51	P0A7E5	-1.34798035604357	29.759211553195	-15.6824965156092	5.59058148293274e-07	4.93375004169742e-05	7.02639760850547
52	P37685	-1.39701937951448	31.4948012013093	-15.673831563639	5.61305785777744e-07	4.93375004169742e-05	7.02245878874945
53	P77581	-1.15925440272537	31.0266395211039	-15.660816269781	5.64701099247797e-07	4.93375004169742e-05	7.01653753956433
54	P62707	-1.17803231068311	32.6674668936471	-15.6298808012851	5.72864846610252e-07	4.93375004169742e-05	7.00243994019105
55	P00350	-1.03942890272827	32.3714028651136	-15.6015748336401	5.80451731563208e-07	4.93375004169742e-05	6.98951138727655
56	P21599	-1.14724729238474	32.4701497374971	-15.5865671138547	5.84520306887782e-07	4.93375004169742e-05	6.9826453490762
57	P0AEG4	-1.32796451038021	29.3516307549379	-15.5635771622269	5.9081553004677e-07	4.93375004169742e-05	6.9721121232011
58	P22259	-1.05450929397565	32.5388424593261	-15.4714169136511	6.16832430921437e-07	4.93375004169742e-05	6.92970045737156
59	P69805	-1.24201998644776	30.8565065256838	-15.4523742304235	6.22368221824417e-07	4.93375004169742e-05	6.92089962815197
60	P0A7R9	-1.21497923588983	31.3742824693652	-15.4306067337701	6.28765033943809e-07	4.93375004169742e-05	6.91082368716544
61	P0AC53	-1.39683339764544	29.4937978184789	-15.4276672793521	6.2963453325645e-07	4.93375004169742e-05	6.90946175114617
62	Q46851	-1.3609238269466	29.7156321033028	-15.3955932197492	6.39210990973594e-07	4.93375004169742e-05	6.89458083947493
63	P28635	-1.00210232788023	31.7535423399326	-15.3862279468978	6.42038188493092e-07	4.93375004169742e-05	6.89022883558186
64	P07913	-1.78349304642417	28.8509285316476	-15.365661249086	6.48296625990986e-07	4.93375004169742e-05	6.88066053952955
65	P00490	-1.23829889487028	31.792964445783	-15.3059914128642	6.66847947600353e-07	4.93375004169742e-05	6.85281407607137
66	P0AC86	-1.65585800098468	27.0676039786418	-15.3023413737593	6.68002072769693e-07	4.93375004169742e-05	6.85110652123096
67	P0A9D8	-1.13000591028438	31.2912800834795	-15.2806227330701	6.74916269897337e-07	4.93375004169742e-05	6.84093617193961
68	P0AAB6	-1.52475057767013	28.4833640344803	-15.271834750797	6.77736910786262e-07	4.93375004169742e-05	6.83681609920744
69	P23721	-1.14476485145625	30.6410401415041	-15.2073174862033	6.98857533078214e-07	4.93375004169742e-05	6.80648242401026
70	P63284;P63284-2	-1.06810907329807	33.9334696293204	-15.1955467516042	7.02790565513916e-07	4.93375004169742e-05	6.80093186662878
71	P0AB89	-1.40301808746309	29.6667071033133	-15.1813569187955	7.07565206264674e-07	4.93375004169742e-05	6.79423382488342
72	P0A8T7	-1.24008233001885	33.0595316915722	-15.1195939766672	7.28778991226893e-07	4.93375004169742e-05	6.76499362319898
73	P0ADC1	-1.52718892347962	28.3872553277477	-15.1033733244522	7.34468869112333e-07	4.93375004169742e-05	6.75729102169628
74	P0A6T1	-1.25989999411186	32.8113409962089	-15.0890012736747	7.39552273258175e-07	4.93375004169742e-05	6.7504581208261
75	P0A850	-1.2726928086944	32.7581846351646	-15.0888780790926	7.39596018815961e-07	4.93375004169742e-05	6.75039951738196
76	P16659	-1.29175470321249	31.0784259016683	-15.0852978591024	7.40868608973525e-07	4.93375004169742e-05	6.74869616736024
77	P07395	-1.15208282061624	30.1029743401056	-15.07022388277	7.4625387272416e-07	4.93375004169742e-05	6.7415192540411
78	P0A8N5	-1.23296397961029	31.8264858180731	-15.0656353695879	7.47901918139506e-07	4.93375004169742e-05	6.73933292940755
79	P0AEK4	-1.46083112715604	31.8894924300973	-15.0370536240966	7.58260646964348e-07	4.93375004169742e-05	6.7256967321491
80	Q47146	-1.44924657862758	29.4342401939357	-15.0220461020416	7.63764604521501e-07	4.93375004169742e-05	6.71852453681116
81	P0AFP6	-1.35505211116764	30.0254855540961	-14.9939548505941	7.74188771585182e-07	4.93375004169742e-05	6.70507692269269
82	P67910	-1.22496471043015	31.1165108107034	-14.9894381005321	7.75879817840366e-07	4.93375004169742e-05	6.70291194471384
83	P00962	-1.40951310501544	29.9890586875363	-14.9618156093677	7.86312808337199e-07	4.93375004169742e-05	6.68965522280978
84	P0A9M8	-1.38331677143259	31.8823154197236	-14.9517536301657	7.9015253289339e-07	4.93375004169742e-05	6.68481910429634
85	P77804	-1.1900566467178	30.7471603345543	-14.9074101703475	8.0732872812311e-07	4.95735469107036e-05	6.66346070964219
86	P0A817	-1.15288580490378	29.7120395428918	-14.8518507766415	8.29447966160001e-07	4.95735469107036e-05	6.6365950187586
87	P0ACG1	-1.58559696986455	28.4552835021171	-14.8210216812361	8.42016600429685e-07	4.95735469107036e-05	6.62163698216648
88	P0ABJ9	-1.32302433509519	31.823622026032	-14.8028263158404	8.49535557667708e-07	4.95735469107036e-05	6.61279169790993
89	P00805	-1.10265610568787	30.4764580360625	-14.7964757336927	8.52177678616636e-07	4.95735469107036e-05	6.60970151623759
90	P0A9W3	-1.24479697996305	31.5986836326385	-14.7828918366928	8.57860409651444e-07	4.95735469107036e-05	6.60308642693221
91	P39831	-1.32377209658436	30.5268459876466	-14.7775806352585	8.60093950214304e-07	4.95735469107036e-05	6.60049805157517
92	P37330	-1.26773633613699	29.8537530303035	-14.6699819968205	9.06788745141166e-07	5.02441132670625e-05	6.54782643085505
93	P0ADP9	-1.48524006090119	29.2441059580014	-14.6681028468821	9.07629314405259e-07	5.02441132670625e-05	6.54690256694602
94	P0A9C5	-1.44450393556449	30.322332473267	-14.667901008391	9.07719651853774e-07	5.02441132670625e-05	6.54680332704943
95	P0ABD3	-1.1904870487587	32.6959168073879	-14.6450383760818	9.18018414105017e-07	5.02441132670625e-05	6.53555197012022
96	P10121	-1.5058654293003	28.5558067593942	-14.6282190589322	9.2567920335158e-07	5.02441132670625e-05	6.52726169082313
97	P06959	-1.28379627078119	33.2957562337725	-14.620531434765	9.29204763947581e-07	5.02441132670625e-05	6.52346876406214
98	P08506	-1.17424310105342	29.6549921580868	-14.5892876561068	9.4369021094119e-07	5.05066852692504e-05	6.5080298738523
99	P00956	-1.24838734937652	31.2817700216681	-14.5550263639733	9.59868752590566e-07	5.08317738308393e-05	6.49105584963239
100	P0AC41	-1.13763256375342	32.0286073516312	-14.5041146029003	9.84492017278447e-07	5.08317738308393e-05	6.4657472068984
101	P06149	-1.50247116828013	28.2088016572172	-14.4968567181996	9.88060049228866e-07	5.08317738308393e-05	6.46213090011554
102	P0AC59	-1.16943263032735	31.7955199611675	-14.4426053068364	1.01519806611294e-06	5.08317738308393e-05	6.43503332014299
103	P0ADW3	-1.6052354838151	28.4583031607451	-14.4384999613442	1.01728570652742e-06	5.08317738308393e-05	6.43297800192385
104	P05020	-1.52018249165777	28.5026884315367	-14.4341731572288	1.01949121424654e-06	5.08317738308393e-05	6.43081108290911
105	P0ABD5	-1.36043052947418	30.6775148603896	-14.4143589763556	1.02966038696224e-06	5.08317738308393e-05	6.42087832157138
106	P0A8E7	-1.04814856054364	30.8986535305782	-14.4100089108325	1.03190827044537e-06	5.08317738308393e-05	6.41869554856913
107	P0A7R5	-1.31899587517864	32.0233010191145	-14.3950747290814	1.03966776346096e-06	5.08317738308393e-05	6.41119611037417
108	P0ABI8	-1.64951617681381	28.3115396580775	-14.3800076818737	1.04756316399463e-06	5.08317738308393e-05	6.40362087615426
109	P04983	-1.0538701971226	29.9605548536972	-14.3633509861335	1.05637051431105e-06	5.08317738308393e-05	6.39523578848521
110	P36938	-1.14275172909478	29.8711442414164	-14.3071165454782	1.08672878192813e-06	5.09954512141829e-05	6.36684427697595
111	P0A7M2	-1.6370743366526	30.5623285013873	-14.2620723682898	1.11175789507521e-06	5.09954512141829e-05	6.34400997259437
112	P0A6J5	-1.55732788868666	29.7951971382132	-14.248082753279	1.1196633831699e-06	5.09954512141829e-05	6.33690137583549
113	P09152	-1.28297667776474	30.6808294093931	-14.225413742589	1.13260877876483e-06	5.09954512141829e-05	6.3253655020449
114	P0ACE0	-1.34511171105447	28.2323708324737	-14.2251877293184	1.1327386947463e-06	5.09954512141829e-05	6.32525038183679
115	P63224	-1.41286431962165	30.1421528054856	-14.2223793559293	1.13435439698967e-06	5.09954512141829e-05	6.3238197579398
116	P68187	-1.64839147382813	29.078706952009	-14.2214542652558	1.13488718643307e-06	5.09954512141829e-05	6.32334843330435
118	P23893	-1.51277233037273	28.9469033020376	-14.139952959617	1.1829554036305e-06	5.13010868415831e-05	6.28168620446174
120	P00957	-1.10179104139734	31.1079390449274	-14.1272219795286	1.19066969636961e-06	5.13010868415831e-05	6.2751535637046
121	P27248	-1.36380043152139	29.9615229854036	-14.1214526832542	1.19418428133455e-06	5.13010868415831e-05	6.27219095651649
122	P22256	-1.06102490827671	31.6172694335967	-14.1129182881908	1.19940484270137e-06	5.13010868415831e-05	6.26780590391809
124	P0A9B2	-1.16667825342118	32.7442907456102	-14.081841847607	1.21863360966341e-06	5.15462361506821e-05	6.25181295826247
125	P00946	-1.1602070451993	29.298509990663	-14.016472626514	1.26022882907802e-06	5.28792016681139e-05	6.21804028413403
126	P62854;Q5JNZ5;F8VZW7	1.53249301239573	28.1609628817743	13.9849647365596	1.28084879201139e-06	5.30950643662198e-05	6.2016978769276
127	P69451	-1.82734999155968	27.3904151039473	-13.9734951700495	1.28844931841924e-06	5.30950643662198e-05	6.19573849744383
128	P0ABU0	-1.32788926419317	29.9480516870262	-13.9462633979419	1.30669989979785e-06	5.30950643662198e-05	6.1815670990259
129	P76658	-1.46765931170633	29.5162095727654	-13.9413109648951	1.31005028007456e-06	5.30950643662198e-05	6.17898648302497
130	P0A6N8	-2.03488499936115	25.915707857702	-13.9270617972623	1.31974426302058e-06	5.30950643662198e-05	6.17155572009943
131	P21170	-1.515701319793	29.0303691607482	-13.9177671694132	1.32611123583886e-06	5.30950643662198e-05	6.16670404333784
132	P21367	-1.35257698897645	33.3556629331628	-13.856948623291	1.36863945993068e-06	5.37512123254517e-05	6.13486673037213
133	P0ACD8	-1.31962754284766	28.8957801373957	-13.8519951901435	1.37217051282672e-06	5.37512123254517e-05	6.13226674630811
134	P0ACA7	-1.817717819334	28.2962181059367	-13.8233681678875	1.39277995886668e-06	5.37512123254517e-05	6.11722023176334
135	P23847	-1.19412438524474	31.3706981990941	-13.8166034674619	1.39770099355702e-06	5.37512123254517e-05	6.11365952747814
136	P69783	-1.23990683247622	33.3415221715062	-13.7875430899552	1.41906578494725e-06	5.37512123254517e-05	6.09834073222684
137	P07004	-1.36122399364802	28.3821185513005	-13.7711270517262	1.43129753343087e-06	5.37512123254517e-05	6.08967112452166
138	P07003	-1.22601879540988	31.1664212992205	-13.7501690426574	1.44708697368463e-06	5.37512123254517e-05	6.0785858718093
139	P11349	-1.41348265269663	29.3530825126078	-13.7430052578511	1.45252910078592e-06	5.37512123254517e-05	6.07479238722976
140	P45464	-1.40108875491922	27.908544082599	-13.7151263296081	1.47392907670104e-06	5.37512123254517e-05	6.06000825632736
141	P24182	-1.21648224187249	29.8133837129594	-13.7115959082535	1.47666435546253e-06	5.37512123254517e-05	6.05813366923241
142	P21177	-1.26647001588317	28.2318447517561	-13.6901449338697	1.49340777294879e-06	5.37512123254517e-05	6.04673192141743
143	P0AB38	-1.70172297449893	28.6199731386291	-13.6672494715526	1.51151565604691e-06	5.37512123254517e-05	6.03454020726971
144	P27302	-1.33083864835061	30.9528566589309	-13.6614800113888	1.5161177162729e-06	5.37512123254517e-05	6.03146437912018
145	P37095	-1.16783220446867	30.2207208088586	-13.6322498970668	1.53967791241567e-06	5.37512123254517e-05	6.01585870127578
146	P04079	-1.10526483154684	30.8307963510853	-13.6303850678005	1.54119498515839e-06	5.37512123254517e-05	6.01486181237039
147	P0ABB4	-1.14522834199328	33.4887152670405	-13.6263750796869	1.54446290530312e-06	5.37512123254517e-05	6.01271765920439
148	P0AFK0	-1.20169840961004	29.0902715523339	-13.6262352319774	1.54457701464168e-06	5.37512123254517e-05	6.01264286942113
149	P08839	-1.14192205750565	32.6087526851012	-13.6153869993908	1.5534577615007e-06	5.37512123254517e-05	6.00683866868322
150	P64604	-1.78964202668792	26.9026827019229	-13.6138773358018	1.55469819023069e-06	5.37512123254517e-05	6.00603053233375
151	P0AES4	-1.25024553987043	30.3174238309913	-13.597597037786	1.56814635983955e-06	5.37512123254517e-05	5.9973091532225
152	P0AEB2	-1.10236901469648	30.3451921146754	-13.597364487742	1.56833940470594e-06	5.37512123254517e-05	5.9971844910332
153	P0A9P4	-1.37679922590263	29.7451155733553	-13.5828568905164	1.5804357092837e-06	5.37512123254517e-05	5.98940273227322
154	P31224	-1.33231212490971	27.9299176380232	-13.5731018939074	1.58862857587904e-06	5.37512123254517e-05	5.98416499211177
155	P0ACJ0	-1.3844248833708	29.239302979506	-13.5593610636788	1.60025048920503e-06	5.37512123254517e-05	5.97677998595467
156	P76558	-1.35011108916829	29.9952234002749	-13.5304833490294	1.6249893778434e-06	5.37512123254517e-05	5.96123232507747
157	P52647	-1.65521903456063	27.7079078240798	-13.5264658379612	1.62846518983967e-06	5.37512123254517e-05	5.95906636974964
158	P0AG67	-1.06163123316865	33.8667835577431	-13.5168372179058	1.63682976584255e-06	5.37512123254517e-05	5.95387237530323
159	P0A9M0	-1.17080999481154	31.1734240931848	-13.5104232506457	1.64242863153608e-06	5.37512123254517e-05	5.95041017430731
160	P00550	-1.16658265159454	30.3433769828073	-13.4927162574154	1.6579979797531e-06	5.37512123254517e-05	5.94084255720628
161	P0AFF6	-1.03914225425387	30.802831885031	-13.482266405736	1.66726446305782e-06	5.37512123254517e-05	5.93518960633739
162	P0ABQ4	-4.4018591053017	22.6370503622887	-13.4808848649517	1.66849392593116e-06	5.37512123254517e-05	5.93444188194826
163	P78067	-1.31068317607133	28.157251630249	-13.4748966963185	1.67383477532122e-06	5.37512123254517e-05	5.93119994603867
164	P0AAI9	-1.27933061788061	30.4083604619227	-13.46724644786	1.68068614325531e-06	5.37512123254517e-05	5.92705583564336
166	P0A8M3	-1.25282289069258	28.9499103692961	-13.4009252837177	1.74142732818788e-06	5.46716150480211e-05	5.89101949088065
167	P31057	-1.92281321068014	29.3389705654515	-13.389878866864	1.75178328058704e-06	5.46716150480211e-05	5.88499799291237
168	P0AF08	-1.7192637330268	27.1228237108069	-13.3884538589653	1.75312427429132e-06	5.46716150480211e-05	5.88422080597319
169	P0AA16	-1.39694807509479	28.8840064108627	-13.37949344077	1.76158302061307e-06	5.46716150480211e-05	5.87933176099753
170	P33599	-1.13353330892361	30.61194620724	-13.3438598870408	1.79568062846457e-06	5.54020288017452e-05	5.85985302621615
171	P0A6P5	-1.43136904507952	28.2235164713449	-13.3262897445228	1.81276731478755e-06	5.56021319652674e-05	5.85022718146896
173	P33570	-1.14945683800337	32.5739281626775	-13.2906191352948	1.84802412710871e-06	5.57724941466043e-05	5.8306415245302
174	P05055	-1.25734161350158	31.8054279293786	-13.2884210376965	1.85022192211805e-06	5.57724941466043e-05	5.82943270751063
175	P76046	-2.37069942392512	25.2866747562541	-13.2567818705617	1.88218594098001e-06	5.64118014882294e-05	5.81200852375537
176	P0AC02	-1.60715040286413	27.4069113710406	-13.2398251256735	1.89957311792604e-06	5.66094375200118e-05	5.80265119776348
177	P52643	-1.24625888847805	29.1086200654359	-13.2226603901713	1.91735849411395e-06	5.67416259381342e-05	5.79316556687285
178	P0AFG0	-1.5436686144677	29.2904624373115	-13.2136518596597	1.9267679354619e-06	5.67416259381342e-05	5.78818178800011
179	P0ADV7	-1.20008138089046	30.6256073535558	-13.1999149738075	1.94121669728505e-06	5.67416259381342e-05	5.78057490442268
180	P0ACY3	-1.38709927297456	30.4251832889928	-13.1941831199173	1.94728172904941e-06	5.67416259381342e-05	5.77739826606118
181	P0A9L3	-1.26756309492591	29.9639960281807	-13.1524186663222	1.99212532605415e-06	5.74229422762017e-05	5.75420592728487
182	P32132	-1.31398288633204	29.5539473718301	-13.152019348285	1.99255967478908e-06	5.74229422762017e-05	5.75398378833273
183	P0ACB7	-2.05005239292047	27.9501660327628	-13.1257551350822	2.02136413771345e-06	5.79347262421151e-05	5.7393567440286
185	P05386	1.46624354152933	30.3699753349101	13.0959022400465	2.0546767600785e-06	5.80237381625438e-05	5.72269183450636
186	P0ADY1	-1.46426650952932	29.0266899224349	-13.0893886167934	2.06202736665884e-06	5.80237381625438e-05	5.71905014086825
187	P10408	-1.23284283210037	29.5153739942008	-13.0834803615899	2.06872050264932e-06	5.80237381625438e-05	5.71574517419212
188	P05042	-1.34591873741682	27.8895443758915	-13.0575830881173	2.09834891707412e-06	5.84220533676302e-05	5.70123930791173
189	P35340	-1.15444918889367	29.7265003088965	-13.0423514806083	2.11599861115507e-06	5.84220533676302e-05	5.69269281311354
190	P0AES6	-1.31700555995966	29.489239169807	-13.0420604337902	2.11633749091511e-06	5.84220533676302e-05	5.69252939907163
192	P20083	-3.90538456035697	22.5064980692741	-13.0124173019195	2.15117550296752e-06	5.86764024905065e-05	5.67586463291271
193	P37645	-1.3912262282722	27.6775804376588	-13.0057395141949	2.15911261785848e-06	5.86764024905065e-05	5.67210475692544
194	P15639	-1.16201267349027	28.4792052439299	-12.9915272708171	2.17611536874926e-06	5.88336345829375e-05	5.66409559963744
196	P04825	-1.11236284110336	31.5124846119057	-12.9511758267234	2.22521928227263e-06	5.95473221199997e-05	5.64130344612221
197	P77596	-1.24539276908543	31.6357586345795	-12.9310798774142	2.25013989093882e-06	5.99085468425081e-05	5.62992335432127
198	P37666	-1.20354053081977	28.2612698756666	-12.9202683132774	2.26367735450334e-06	5.99645844665152e-05	5.62379287499011
199	P0A8G6	-1.03957706045947	30.5596047618245	-12.8662036329051	2.33276772880766e-06	6.14842549627949e-05	5.59305208098347
200	P60785	-1.23561454105526	29.087532649958	-12.8405697248879	2.36635537267561e-06	6.17109485580439e-05	5.57842741039314
201	P0A9T4	-1.51949005803976	27.5956565195178	-12.8373998521726	2.3705465944664e-06	6.17109485580439e-05	5.57661671684412
202	P08997	-1.08393111709366	34.073669632779	-12.8325194035381	2.37701594042997e-06	6.17109485580439e-05	5.57382795374998
203	P0AEZ3	-1.36265282156716	28.8134867492692	-12.8239441051659	2.38843137412448e-06	6.17109485580439e-05	5.56892509027441
204	P0AB67	-1.22111442270531	28.7803377727483	-12.8008431628106	2.41949246185343e-06	6.20406193427982e-05	5.55569947041032
205	P0ABU2	-1.15806836420307	28.069530965109	-12.7968940648608	2.42484784847924e-06	6.20406193427982e-05	5.55343594898803
206	P64467	-1.83127238004354	26.9901983012131	-12.774542415639	2.45541234016211e-06	6.25176588550985e-05	5.54061018468915
207	P0A9J6	-1.50876207160558	29.106097881419	-12.7426364349633	2.499798089948e-06	6.33402945979578e-05	5.52225954633209
208	P0A8L1	-1.01500508550831	30.9616447526385	-12.7211114554416	2.5302538813356e-06	6.34790159269984e-05	5.5098512303853
209	P0ABZ6	-1.36344594370092	29.9341711817835	-12.7087009338278	2.54800381055044e-06	6.34790159269984e-05	5.50268665994277
210	P09169	-1.20987087750407	30.8834118893889	-12.6985963482933	2.56255954570747e-06	6.34790159269984e-05	5.49684768093785
211	P0A7A7	-1.35302910608735	28.5670513886504	-12.6969823378145	2.56489322182664e-06	6.34790159269984e-05	5.49591455011662
212	P25516	-1.1277657980196	33.251815214826	-12.6963648138844	2.56578672574331e-06	6.34790159269984e-05	5.49555749812815
213	P36659	-1.40354568129552	28.9308548406456	-12.6757048482105	2.59588337045124e-06	6.38305326469565e-05	5.48360102872821
214	P0A6H5	-1.11671377138156	30.2961589399292	-12.6667588114251	2.60903907485913e-06	6.38305326469565e-05	5.47841715112766
215	P0A6Q3	-1.28490684160524	30.6309267806413	-12.661705049649	2.61650419811166e-06	6.38305326469565e-05	5.47548693685697
216	P0ACE7	-1.71313362518811	28.8549327190542	-12.6522946798213	2.63046897511217e-06	6.38741193262192e-05	5.47002733959711
218	P09148	-1.07101241369615	32.017385936659	-12.6301798525221	2.66361922814142e-06	6.38845513231322e-05	5.45717965781712
219	P31120	-1.40586673693498	29.1973852802191	-12.6276517255682	2.6674388445693e-06	6.38845513231322e-05	5.45570938032686
220	P0A9D2	-1.11557576775341	29.3369064631975	-12.5907989449349	2.72382551595328e-06	6.49384765053406e-05	5.43424069372558
221	P0A6W5	-1.34588642572987	28.4544659600217	-12.5724312893823	2.75243042372453e-06	6.53235184273083e-05	5.42351513951806
222	P00582	-1.24319252690285	29.1124453862255	-12.5491554375962	2.78916735220386e-06	6.55900645074251e-05	5.40989912583123
223	P17169	-1.14135352790111	30.1438837195015	-12.5441030842241	2.79721452091071e-06	6.55900645074251e-05	5.40693996966688
224	P07813	-1.03869923129017	32.2353768294661	-12.5382936071727	2.80650000560878e-06	6.55900645074251e-05	5.40353577438998
225	P06720	-1.08405338712331	30.8480470444439	-12.5300051993192	2.819807926108e-06	6.55900645074251e-05	5.3986760411655
226	P76418	-1.26668139905534	29.1763406682405	-12.5260473916866	2.82618771757447e-06	6.55900645074251e-05	5.3963542386486
227	P0A9Q1;A5PFK0	-1.29579968083276	30.5875743347568	-12.5053042508037	2.85989219514197e-06	6.59463879814097e-05	5.38417253945709
228	P0A6F3	-1.22366793501374	29.3260401436438	-12.5011554937213	2.8666875995732e-06	6.59463879814097e-05	5.38173350586654
229	P0A9A6	-1.2108413233878	30.218354852603	-12.4873748649685	2.88939052810538e-06	6.61165162914576e-05	5.37362566866469
230	P0AC19	-2.99818080974983	24.5538334874326	-12.4814015085138	2.89929432736611e-06	6.61165162914576e-05	5.37010824299325
